metric_id	metric	pillar	capacity	indicator	score	attribute
SPAR2.C6.1.	SPAR (2.0)	Detect	C6. Human resources	C6.1. Human resources for implementation of IHR	5	"Country has documented policies or procedures for sustainable appropriate human resources in all relevant sectors to detect, assess, notify, report and respond to events according to IHR provisions, that are exercised (as applicable), reviewed, evaluated and updated on a regular basis and country may assist other countries in planning and developing human resources for IHR implementation, to the extent possible"
SPAR2.C6.2.	SPAR (2.0)	Detect	C6. Human resources	C6.2. Workforce surge during a public health event	1	A national multisectoral workforce surge strategic plan in emergencies is not available or is under development
SPAR2.C6.2.	SPAR (2.0)	Detect	C6. Human resources	C6.2. Workforce surge during a public health event	2	"A national multisectoral workforce surge strategic plan in emergencies is developed to carry out the functions attributed at the national level, including the government and nongovernmental partners workforce as applicable."
SPAR2.C6.2.	SPAR (2.0)	Detect	C6. Human resources	C6.2. Workforce surge during a public health event	3	"A national multisectoral workforce surge strategic plan in emergencies is implemented to carry out the functions attributed at the national level, with procedures and limited capacity to send and receive multidisciplinary personnel within the country (shifting resources), including the government and nongovernmental partners workforce as applicable."
SPAR2.C6.2.	SPAR (2.0)	Detect	C6. Human resources	C6.2. Workforce surge during a public health event	4	"A national multisectoral workforce surge strategic plan in emergencies is implemented to carry out the functions at national and intermediate levels, with procedures and adequate capacity to send and receive multidisciplinary personnel within the country (shifting resources), including the government and nongovernmental partners workforce as applicable."
SPAR2.C6.2.	SPAR (2.0)	Detect	C6. Human resources	C6.2. Workforce surge during a public health event	5	"A national multisectoral workforce surge strategic plan in emergencies is implemented to carry out the functions attributed at national, intermediate and local levels, with procedures and adequate capacity to send and receive multidisciplinary personnel within the country (shifting resources), including the government and nongovernmental partners workforce, as applicable, and exercised, reviewed, evaluated and updated annually, as well may provide international collaboration for assisting emergency response."
SPAR2.C7.1.	SPAR (2.0)	Respond	C7. Health emergency management	C7.1. Planning for health emergencies	1	A all-hazard risk informed health emergency plan is not available or under development
SPAR2.C7.1.	SPAR (2.0)	Respond	C7. Health emergency management	C7.1. Planning for health emergencies	2	All-hazard risk informed health emergency plan is developed but not being implemented
SPAR2.C7.1.	SPAR (2.0)	Respond	C7. Health emergency management	C7.1. Planning for health emergencies	3	All-hazard risk informed health emergency plan is developed and being implemented at the national level
SPAR2.C7.1.	SPAR (2.0)	Respond	C7. Health emergency management	C7.1. Planning for health emergencies	4	All-hazard risk informed health emergency plan is developed and being implemented at the national and intermediate levels
SPAR2.C7.1.	SPAR (2.0)	Respond	C7. Health emergency management	C7.1. Planning for health emergencies	5	"All-hazard risk informed health emergency plan is developed and being implemented at national, intermediate and local levels and exercised, reviewed, evaluated and updated, with improvements based on SimEx and lessons learned from real-world events, e.g., IARs or AARs"
SPAR2.C7.2.	SPAR (2.0)	Respond	C7. Health emergency management	C7.2. Management of health emergency response	1	An incident management system integrated with a national public health emergency operations centre or equivalent structure is not available or under development
SPAR2.C7.2.	SPAR (2.0)	Respond	C7. Health emergency management	C7.2. Management of health emergency response	2	"An incident management system integrated with a national public health emergency operations centre, or equivalent structure is developed but not operational"
SPAR2.C7.2.	SPAR (2.0)	Respond	C7. Health emergency management	C7.2. Management of health emergency response	3	"An incident management system integrated with a national public health emergency operations centre, or equivalent structure is in place and operational at the national level"
SPAR2.C7.2.	SPAR (2.0)	Respond	C7. Health emergency management	C7.2. Management of health emergency response	4	"An incident management system integrated with a national public health emergency operations centre, or equivalent structure is in place and operational at the national and able to support intermediate levels"
SPAR2.C7.2.	SPAR (2.0)	Respond	C7. Health emergency management	C7.2. Management of health emergency response	5	"An incident management system integrated with a national levels public health emergency operations centre, or equivalent structure is in place and operational at national level and is able to support national. Intermediate and local levels and is levels and exercised, reviewed, evaluated and updated, with improvements based on SimEx and lessons learned from real-world events, e.g., IARs or AARs"
SPAR2.C7.3.	SPAR (2.0)	Respond	C7. Health emergency management	C7.3. Emergency logistic and supply chain management	1	Emergency logistics and supply chain management system/mechanism is under development and/or not able to provide adequate support for health emergencies
SPAR2.C7.3.	SPAR (2.0)	Respond	C7. Health emergency management	C7.3. Emergency logistic and supply chain management	2	Emergency logistics and supply chain management system/mechanism is developed but not able to provide adequate support for health emergencies
SPAR2.C7.3.	SPAR (2.0)	Respond	C7. Health emergency management	C7.3. Emergency logistic and supply chain management	3	Emergency logistics and supply chain management system/mechanism is developed and is able to provide adequate support for health emergencies at national level
SPAR2.C7.3.	SPAR (2.0)	Respond	C7. Health emergency management	C7.3. Emergency logistic and supply chain management	4	Emergency logistics and supply chain management system/mechanism is developed and is able to provide adequate support for health emergencies at national and intermediate levels
SPAR2.C7.3.	SPAR (2.0)	Respond	C7. Health emergency management	C7.3. Emergency logistic and supply chain management	5	"Emergency logistics and supply chain management system/mechanism is implemented at national, intermediate and local levels, and is exercised (as appropriate), reviewed, evaluated and updated on a regular basis"
SPAR2.C8.1	SPAR (2.0)	Respond	C8. Health services provision	C8.1 Case management	1	National clinical case management guideline for priority health events are not available or under development
SPAR2.C8.1	SPAR (2.0)	Respond	C8. Health services provision	C8.1 Case management	2	National clinical case management guidelines for priority health events are developed but not being implemented
SPAR2.C8.1	SPAR (2.0)	Respond	C8. Health services provision	C8.1 Case management	3	National clinical case management guidelines for priority health events are developed and being implemented at national level
SPAR2.C8.1	SPAR (2.0)	Respond	C8. Health services provision	C8.1 Case management	4	National clinical case management guidelines for priority health events are developed and being implemented at national and subnational levels
SPAR2.C8.1	SPAR (2.0)	Respond	C8. Health services provision	C8.1 Case management	5	"National clinical case management guidelines for priority health events are implemented at all levels and are exercised (as applicable), reviewed, evaluated and updated on regular basis"
SPAR2.C8.2	SPAR (2.0)	Respond	C8. Health services provision	C8.2 Utilization of health services	1	Very low levels of service utilization (number of outpatient department visits per person per year < 1.00 visit/person/ year in both urban and rural areas)
SPAR2.C8.2	SPAR (2.0)	Respond	C8. Health services provision	C8.2 Utilization of health services	2	"Low levels of service utilization (number of outpatient department visits per person per year 1.0 ≤ X < 2.0 visit/ person/year, in both urban and rural areas)"
SPAR2.C8.2	SPAR (2.0)	Respond	C8. Health services provision	C8.2 Utilization of health services	3	"Satisfactory levels of service utilization in tertiary health care facilities at national level (number of outpatient department visits per person per year ≥ 2.0 visit/person/year, in both urban and rural areas)"
SPAR2.C8.2	SPAR (2.0)	Respond	C8. Health services provision	C8.2 Utilization of health services	4	"Strong levels of service utilization at all tertiary and secondary health care facilities at intermediate and national level and geographical contexts (number of outpatient department visits per person per year ≥ 3.0 visit/person/ year, in both urban and rural areas)"
SPAR2.C8.2	SPAR (2.0)	Respond	C8. Health services provision	C8.2 Utilization of health services	5	"Strong levels of service utilization at all tertiary, secondary and primary health care facilities at national, intermediate and local level and geographical contexts (number of outpatient department visits per person per year ≥ 3.0 visit/person/year, in both urban and rural areas) and information on service utilization is reviewed, evaluated and updated on a regular basis to inform policy and planning"
SPAR2.C8.3	SPAR (2.0)	Respond	C8. Health services provision	C8.3 Continuity of essential health services (EHS)	1	A package of essential health services (EHS) is not defined and there are no plans or guidelines for continuity EHS during emergency
SPAR2.C8.3	SPAR (2.0)	Respond	C8. Health services provision	C8.3 Continuity of essential health services (EHS)	2	A package of essential health services (EHS) is defined but plans/guidelines on continuity of EHS in emergencies is not developed
SPAR2.C8.3	SPAR (2.0)	Respond	C8. Health services provision	C8.3 Continuity of essential health services (EHS)	3	A package of essential health services (EHS) and plans/guidelines on continuity of EHS in emergencies are developed and mechanism for monitoring service continuity during emergency are in place at national level
SPAR2.C8.3	SPAR (2.0)	Respond	C8. Health services provision	C8.3 Continuity of essential health services (EHS)	4	A package of essential health services (EHS) and plans/guidelines on continuity of EHS in emergencies are developed and mechanism for monitoring service continuity during emergency are in place at national and intermediate levels
SPAR2.C8.3	SPAR (2.0)	Respond	C8. Health services provision	C8.3 Continuity of essential health services (EHS)	5	"A package of essential health services (EHS), plans/guidelines on continuity of EHS in emergencies, and mechanisms for monitoring service continuity based on existing guidelines are defined and functional at national, intermediate and local58 levels and exercised, reviewed, evaluated and updated, with improvements based on SimEx and lessons learned from realworld events, e.g., IARs or AARs"
SPAR2.C9.1.	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.1. Infection prevention and control programmes	1	An active national infection prevention and control (IPC) programme or operational plan according to the WHO minimum requirements is not available or is under development
SPAR2.C9.1.	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.1. Infection prevention and control programmes	2	An active national infection prevention and control (IPC) programme or operational plan according to WHO minimum requirements exists but is not fully implemented. National IPC guidelines/ standards exist but are not fully implemented
SPAR2.C9.1.	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.1. Infection prevention and control programmes	3	"An active national infection prevention and control (IPC) programme exists, and a national IPC operational plan according to the WHO minimum requirements is available. National guidelines/standards for IPC in health care are available and disseminated. Selected health facilities are implementing guidelines using multimodal strategies, including health workers’ training and monitoring and feedback"
SPAR2.C9.1.	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.1. Infection prevention and control programmes	4	"An active national infection prevention and control (IPC) programme is available according to WHO IPC core components guidelines and is leading implementation of the national IPC operational plan and guidelines nationwide using multimodal strategies, including health workers’ training and monitoring and feedback in place. More than 75% of health care facilities meet WHO minimum requirements for IPC programmes, guidelines, training, and monitoring/feedback"
SPAR2.C9.1.	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.1. Infection prevention and control programmes	5	"Infection prevention and control (IPC) programmes are in place and functioning at national and health facility levels according to the WHO IPC core components and their compliance and effectiveness are exercised (as applicable), reviewed, evaluated and published. Plans and guidance are regularly updated in response to monitoring and feedback"
SPAR2.C9.2	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.2 Health care-associated infections (HCAI) surveillance	1	"No national health care-associated infections (HCAI) surveillance programme or national strategic plan for HCAI surveillance, including pathogens that are antimicrobial resistant and/or prone to outbreaks is available or under development"
SPAR2.C9.2	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.2 Health care-associated infections (HCAI) surveillance	2	A national strategic plan for national health care-associated infections (HCAI) surveillance (including antimicrobial resistant pathogens that are antimicrobial resistant and/or prone to outbreaks) is available but not implemented
SPAR2.C9.2	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.2 Health care-associated infections (HCAI) surveillance	3	A national strategic plan for health care-associated infections (HCAI) surveillance (including antimicrobial resistant pathogens that are antimicrobial resistant and/or prone to outbreaks) is available and implemented through a national system. Selected secondary and tertiary health care facilities are conducting HCAI surveillance (as specified above)and provide timely and regular feedback to senior management and health workers
SPAR2.C9.2	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.2 Health care-associated infections (HCAI) surveillance	4	A national strategic plan for health care-associated infections (HCAI) surveillance (including antimicrobial resistant pathogens that are antimicrobial resistant and/or prone to outbreaks) is available and implemented nationwide in all health care facilities through a national system according to the WHO recommendations on IPC core components. Regular reports are available for providing feedback
SPAR2.C9.2	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.2 Health care-associated infections (HCAI) surveillance	5	"A national strategic plan for health care-associated infections (HCAI) surveillance (including antimicrobial resistant pathogens that are antimicrobial resistant and/or prone to outbreaks) is available and implemented nationwide in health care facilities through a national system according to the WHO recommendations on IPC core components. Data are shared and being used continuously and in a timely manner to inform prevention efforts. The quality and impact of the system are regularly evaluated, and improvement actions are taken accordingly"
SPAR2.C9.3	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.3 Safe environment in health facilities	1	"National standards and resources for safe built environment, e.g., water, sanitation and hygiene (WASH) in health care facilities, including appropriate infrastructure, materials and equipment for IPC; as well as standards for reduction of overcrowding and for optimization of staffing levels in health care facilities are not available or under development"
SPAR2.C9.3	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.3 Safe environment in health facilities	2	"National standards and resources for safe built environment e.g., WASH in health care facilities, including appropriate infrastructure, materials and equipment for IPC; as well as standards for reduction of overcrowding and optimization of staffing levels in health care facilities, according to WHO minimum requirements, exist but they are not fully implemented through a national plan"
SPAR2.C9.3	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.3 Safe environment in health facilities	3	"National standards and resources for safe built environment, e.g., WASH in health care facilities, including appropriate infrastructure, materials and equipment fort IPC; as well as standards for reduction of overcrowding and optimization of staffing levels in health care facilities, according to WHO minimum requirements, exist and are implemented in health care facilities at national level through a national plan"
SPAR2.C9.3	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.3 Safe environment in health facilities	4	"National standards and resources for safe built environment, e.g., WASH in health care facilities, including appropriate infrastructure, materials and equipment for IPC; as well as standards for reduction of overcrowding and optimization of staffing levels in health care facilities, according to WHO minimum requirements, are implemented at national and intermediate levels according to a national plan"
SPAR2.C9.3	SPAR (2.0)	Respond	C9. Infection prevention and control (IPC)	C9.3 Safe environment in health facilities	5	"National standards and resources for safe built environment, e.g., WASH in health care facilities, including appropriate infrastructure, materials and equipment for IPC; as well as standards for reduction of overcrowding and for optimization of staffing levels in health care facilities, according to WHO minimum requirements, are implemented at national and subnational levels according to a national plan, and are regularly exercised (as applicable) and monitored and improvement actions are taken accordingly"
SPAR2.C10.1.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.1. RCCE system for emergencies	1	"Mechanisms for coordination of risk communication and community engagement (RCCE) functions and resources are under development, or coordination of RCCE functions and resources is conducted on an ad hoc basis"
SPAR2.C10.1.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.1. RCCE system for emergencies	2	"Mechanisms for coordination of risk communication and community engagement (RCCE) functions and resources, including plans, SOPs and formal government arrangements are developed"
SPAR2.C10.1.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.1. RCCE system for emergencies	3	"Mechanisms for coordination of risk communication and community engagement (RCCE) functions and resources, including plans, SOPs and formal government arrangements are developed and being implemented at the national level"
SPAR2.C10.1.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.1. RCCE system for emergencies	4	"Mechanisms for coordination of risk communication and community engagement (RCCE) functions and resources, including plans, SOPs and formal government arrangements are developed and being implemented at the national and intermediate levels"
SPAR2.C10.1.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.1. RCCE system for emergencies	5	"Mechanisms for coordination of risk communication and community engagement (RCCE) functions and resources are implemented at the national, intermediate and local levels; are fully integrated into emergency response systems; and are exercised, reviewed, evaluated and updated on a regular basis"
SPAR2.C10.2.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.2. Risk communication	1	"Mechanisms for public communication and/or media relations, including infodemics, are under development or implemented on an ad hoc basis"
SPAR2.C10.2.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.2. Risk communication	2	"Mechanisms for public communication and/or media relations, including infodemics, are developed but not fully implemented with significant gap"
SPAR2.C10.2.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.2. Risk communication	3	"Mechanisms for public communication and/or media relations, including infodemics, are developed and activities are being implemented at the national level"
SPAR2.C10.2.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.2. Risk communication	4	"Mechanisms for public communication and/or media relations, including infodemics, are developed and activities are being implemented and coordinated across all sectors at national and intermediate levels"
SPAR2.C10.2.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.2. Risk communication	5	"Mechanisms for public communication and/or media relations, including infodemics, are developed and activities are being implemented and coordinated across sectors at national, intermediate and local levels, and information is shared in a timely manner. The mechanisms and related activities are exercised (as applicable), reviewed, evaluated and updated on a regular basis"
SPAR2.C10.3.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.3. Community engagement	1	"Mechanisms for systematic community engagement in public health emergencies, including guidelines and/or SOPs, are under development or community engagement activites are implemented on an ad hoc basis"
SPAR2.C10.3.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.3. Community engagement	2	"Mechanisms for systematic community engagement in public health emergencies, including guidelines and/or SOPs, have been developed but not implemented"
SPAR2.C10.3.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.3. Community engagement	3	"Mechanisms for systematic community engagement in public health emergencies, including guidelines and/ or SOPs, have been developed, disseminated and community engagement activities are being implemented and supported at the national level"
SPAR2.C10.3.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.3. Community engagement	4	"Mechanisms for systematic community engagement in public health emergencies, including guidelines and/ or SOPs, have been developed, disseminated and community engagement activities are being implemented and supported at national and intermediate levels"
SPAR2.C10.3.	SPAR (2.0)	Respond	C10. Risk communication and community engagement (RCCE)	C10.3. Community engagement	5	"Mechanisms for systematic community engagement in public health emergencies, including guidelines and/or SOPs, have been developed, disseminated, and community engagement activities are being implemented and supported at the national, intermediate and local levels. Qualitative and quantitative socio-behavioural research is conducted; and mechanisms and activities for community engagement are exercised (as applicable), reviewed, evaluated and updated on a regular basis"
SPAR2.C11.1.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	"C11.1. Core capacity requirements at all times for PoEs (airports, ports and ground crossings)"	1	Strategic risk assessment for individual PoE as an integral part of a national risk assessment has not been completed
SPAR2.C11.1.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	"C11.1. Core capacity requirements at all times for PoEs (airports, ports and ground crossings)"	2	Some designated PoE are implementing routine core capacities based on a completed associated strategic risk assessment
SPAR2.C11.1.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	"C11.1. Core capacity requirements at all times for PoEs (airports, ports and ground crossings)"	3	"Some designated PoE are implementing routine core capacities AND These are integrated into the national surveillance system for biological hazards/all hazards (e.g., event-based and early warning surveillance)"
SPAR2.C11.1.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	"C11.1. Core capacity requirements at all times for PoEs (airports, ports and ground crossings)"	4	All designated PoE are implementing routine core capacities with an all-hazard and multisectoral approach integrated into the national surveillance system
SPAR2.C11.1.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	"C11.1. Core capacity requirements at all times for PoEs (airports, ports and ground crossings)"	5	"Routine core capacities implemented at all designated PoE are exercised (as appropriate), reviewed, evaluated, updated and actions are taken to improve capacity on a regular basis"
SPAR2.C11.2.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	C11.2. Public health response at PoEs	1	PoE designated based on a strategic risk assessment are in the process of developing a PoE public health emergency contingency plan
SPAR2.C11.2.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	C11.2. Public health response at PoEs	2	Some designated PoE have developed a PoE public health emergency contingency plan for events caused by biological hazards
SPAR2.C11.2.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	C11.2. Public health response at PoEs	3	All designated PoE have developed PoE public health emergency contingency plans for events caused by biological hazards and integrated into national emergency response plans
SPAR2.C11.2.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	C11.2. Public health response at PoEs	4	All designated PoE have developed PoE public health emergency contingency plans for events caused by all hazards and integrated into national emergency response plans
SPAR2.C11.2.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	C11.2. Public health response at PoEs	5	"All PoE public health emergency contingency plans for events caused by all hazards all designated PoE are exercised (as appropriate), reviewed, evaluated and updated on a regular basis"
SPAR2.C11.3.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	C11.3. Risk-based approach to international travel-related measures	1	"National multisectoral process with mechanisms to determine the adoption of international travel-related measures, on a risk-based manner, is not available or under development"
SPAR2.C11.3.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	C11.3. Risk-based approach to international travel-related measures	2	"National multisectoral process with mechanisms to determine the adoption of international travel-related measures, on a risk-based manner, is developed including guidelines and SOPs for their implementation"
SPAR2.C11.3.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	C11.3. Risk-based approach to international travel-related measures	3	"National multisectoral process with mechanisms to determine the adoption of international travel-related measures, on a risk-based manner, is developed and being implemented at national level"
SPAR2.C11.3.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	C11.3. Risk-based approach to international travel-related measures	4	"National multisectoral process with mechanisms to determine the adoption of international travel-related measures; on a risk-based manner, is developed and being implemented at national and intermediate levels"
SPAR2.C11.3.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C11. Points of entry (PoEs) and border health	C11.3. Risk-based approach to international travel-related measures	5	"National multisectoral process and mechanisms to determine the adoption of international travel-related measures are being implemented at national, intermediate and local levels and exercised (as appropriate), reviewed, evaluated and updated on a regular basis, in response to an event or emergency"
SPAR2.C12.1.	SPAR (2.0)	Prevent	C12. Zoonotic diseases	C12.1. One Health collaborative efforts across sectors on activities to address zoonoses	1	"The animal, human, and environment health sectors work together on zoonoses on an ad hoc basis"
SPAR2.C12.1.	SPAR (2.0)	Prevent	C12. Zoonotic diseases	C12.1. One Health collaborative efforts across sectors on activities to address zoonoses	2	"The animal, human and environment health sectors have jointly mapped existing and areas of collaboration and agreed on prioritized zoonoses for coordinated prevention and control activities"
SPAR2.C12.1.	SPAR (2.0)	Prevent	C12. Zoonotic diseases	C12.1. One Health collaborative efforts across sectors on activities to address zoonoses	3	"The animal, human and environment health sectors collaborate regularly and coordinate their activities at national level to prevent, detect assess/investigate and respond to one or more prioritized zoonoses(s). Their ability to detect new or emerging zoonotic diseases has been demonstrated in some occasions"
SPAR2.C12.1.	SPAR (2.0)	Prevent	C12. Zoonotic diseases	C12.1. One Health collaborative efforts across sectors on activities to address zoonoses	4	"The animal, human and environment health sectors collaborate regularly and coordinate their activities at national and intermediate level to prevent, detect assess/investigate and to respond to prioritized zoonoses, and have appropriate procedures to jointly react in case of emergency, including in case of new or emerging zoonotic diseases"
SPAR2.C12.1.	SPAR (2.0)	Prevent	C12. Zoonotic diseases	C12.1. One Health collaborative efforts across sectors on activities to address zoonoses	5	"One Health multisectoral capacities to prevent, detect, assess/investigate and respond to zoonotic events (endemic and emerging) are exercised (as applicable, reviewed, evaluated, updated on a regular basis and improvements are implemented accordingly)"
SPAR2.C13.1.	SPAR (2.0)	Prevent	C13. Food safety	C13.1. Multisectoral collaboration mechanism for food safety events	1	"A multisectoral collaboration mechanism that includes an INFOSAN Emergency Contact Point is under development, activated on an ad hoc basis."
SPAR2.C13.1.	SPAR (2.0)	Prevent	C13. Food safety	C13.1. Multisectoral collaboration mechanism for food safety events	2	"A multisectoral collaboration mechanism that includes the INFOSAN Emergency Contact Point is in place at the national level AND Communication channels between the INFOSAN Emergency Contact Point, the National IHR Focal Point and all relevant sectors for food safety events, including for emergencies, have been established at the national level."
SPAR2.C13.1.	SPAR (2.0)	Prevent	C13. Food safety	C13.1. Multisectoral collaboration mechanism for food safety events	3	"A multisectoral collaboration mechanism and communication channels that includes the INFOSAN Emergency Contact Point is in place at the national, intermediate and local levels, if appropriate, to the structure and governance of the country."
SPAR2.C13.1.	SPAR (2.0)	Prevent	C13. Food safety	C13.1. Multisectoral collaboration mechanism for food safety events	4	"A multisectoral collaboration mechanism and communication channels between the INFOSAN Emergency Contact Point, the National IHR Focal Point and all relevant sectors for food safety events including emergencies, at the international level have been established."
SPAR2.C13.1.	SPAR (2.0)	Prevent	C13. Food safety	C13.1. Multisectoral collaboration mechanism for food safety events	5	"The multisectoral collaboration mechanism related to food safety events and Communication channels between the INFOSAN emergency contact, the National IHR Focal Point, and other relevant sectors for food safety events including emergencies at national and international level have been exercised (as applicable), reviewed, evaluated and updated as appropriate."
SPAR2.C14.1.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C14. Chemical events	C14.1. Resources for detection and alert	1	Surveillance mechanisms and resources for chemical events or poisoning are under development
SPAR2.C14.1.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C14. Chemical events	C14.1. Resources for detection and alert	2	"Surveillance capacity for chemical exposures is available on an ad hoc basis, e.g., a poison information service that operates only during office hours or that only serves part of the country AND access to laboratory capacity for identifying and quantifying exposures to key chemicals of concern is available on an ad hoc basis"
SPAR2.C14.1.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C14. Chemical events	C14.1. Resources for detection and alert	3	"A poisons information service or equivalent national service that performs surveillance for chemical exposures, and for communication of alerts is in place on a 24/7 basis"
SPAR2.C14.1.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C14. Chemical events	C14.1. Resources for detection and alert	4	Access to laboratory that conforms to national quality standard for identifying and quantifying chemical exposures to key chemicals of concern is in place
SPAR2.C14.1.	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C14. Chemical events	C14.1. Resources for detection and alert	5	"An integrated system of public health surveillance linked with environmental monitoring, that captures and assesses data on chemical exposures from multiple sources, is under development or in place"
SPAR2.C15.1	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C15. Radiation emergencies	C15.1 Capacity and resources	1	Surveillance mechanisms and resources for radiation emergencies are under development.
SPAR2.C15.1	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C15. Radiation emergencies	C15.1 Capacity and resources	2	Radiation sources have been inventoried and radiation risk mapping has been conducted and documented.
SPAR2.C15.1	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C15. Radiation emergencies	C15.1 Capacity and resources	3	"Access to specialized health care for radiation injuries is in place AND access to laboratory testing capacity for monitoring, identification and assessment of radiation exposure is in place"
SPAR2.C15.1	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C15. Radiation emergencies	C15.1 Capacity and resources	4	"Access to technical expertise for managing radiation emergencies, including guidelines, protocols and regularly trained experts, is in place AND access to stockpile to support radiation emergency preparedness and response is in place."
SPAR2.C15.1	SPAR (2.0)	IHR Related Hazards and Points of Entry and Border Health	C15. Radiation emergencies	C15.1 Capacity and resources	5	"Radiation emergency arrangements are formally exercised (as applicable), reviewed, evaluated on a regular basis, and improvements are made accordingly."
HEPR.CS1.1.1	"Health Emergency Preparedness, Response and Resilience (HEPR)"	Collaborative Surveillance	"1.1 Strengthened national integrated disease, threat and vulnerability surveillance"	"Integrated surveillance, including indicator-based and syndromic surveillance, grounded in effective healthcare delivery services"	N/A	"Integrated surveillance, including traditional indicatorbased and syndromic surveillance, is anchored in health systems with a national disease surveillance strategy based on IHR core capacities, focused on a list of priority and epidemic-prone diseases and syndromes informed by local risks. It also includes non-traditional approaches such as community-based, participatory, and event-based surveillance (including rumour surveillance, public information monitoring and social media listening)."
HEPR.CS1.1.2	"Health Emergency Preparedness, Response and Resilience (HEPR)"	Collaborative Surveillance	"1.1 Strengthened national integrated disease, threat and vulnerability surveillance"	Expanded One Health surveillance	N/A	"One Health surveillance is the systematic collection, validation, analysis, interpretation of data and dissemination of information collected on humans, animals and the environment. It expands surveillance to encompass the broader ecosystem and associated risks, such as zoonoses, and food borne illnesses."
HEPR.CS1.1.3	"Health Emergency Preparedness, Response and Resilience (HEPR)"	Collaborative Surveillance	"1.1 Strengthened national integrated disease, threat and vulnerability surveillance"	Strengthened active surveillance and event monitoring	N/A	"Rapid verification, risk assessment and effective response to new public health events depends on strong field epidemiology, including: timely case investigation; contact tracing; and monitoring of key operational performance indicators such as vaccination coverage and health service delivery. Field epidemiology and information management training programs and agile field data collection systems are core to this capability."
